gene	AD	CTL	delta	z_change	perc_AD	perc_CTL	delta_perc	HigherNetwork	gene_clean	delta_abs_percentil	logFC	is_dge	n_dge	hgnc_symbol	label
ENSG00000151136	6	10	-4	-0.10203320073709328	0.33767013610888713	0.2321857485988791	0.10548438751000802	Control	ENSG00000151136	0.4285428342674139	-0.16922283813933703	FALSE	33	ABTB3	ABTB3
ENSG00000107816	3	24	-21	-0.22467520194007667	0.24079263410728585	0.34627702161729385	-0.10548438751000802	Control	ENSG00000107816	0.4285428342674139	0.11251236382423536	FALSE	33	LZTS2	LZTS2
ENSG00000135720	4	33	-29	-0.28238908485912767	0.2822257806244996	0.3877101681345076	-0.10548438751000799	Control	ENSG00000135720	0.4279423538831065	-0.09081445758739017	FALSE	33	DYNC1LI2	DYNC1LI2
ENSG00000204287	4	6	-2	-0.08760473000733053	0.2822257806244996	0.17694155324259409	0.10528422738190552	Control	ENSG00000204287	0.4269415532425941	0.6148998058434483	TRUE	34	HLA-DRA	HLA-DRA
ENSG00000058404	4	6	-2	-0.08760473000733053	0.2822257806244996	0.17694155324259409	0.10528422738190552	Control	ENSG00000058404	0.4269415532425941	-0.03235719503776124	FALSE	34	CAMK2B	CAMK2B
ENSG00000144120	4	6	-2	-0.08760473000733053	0.2822257806244996	0.17694155324259409	0.10528422738190552	Control	ENSG00000144120	0.4269415532425941	-0.14837390363259573	FALSE	34	TMEM177	TMEM177
ENSG00000103091	4	6	-2	-0.08760473000733053	0.2822257806244996	0.17694155324259409	0.10528422738190552	Control	ENSG00000103091	0.4269415532425941	0.06062546430955429	FALSE	34	WDR59	WDR59
ENSG00000153922	1	6	-5	-0.10924743610197464	0.072257806244996	0.17694155324259409	-0.10468374699759808	Control	ENSG00000153922	0.42273819055244194	0.184047842711335	FALSE	34	CHD1	CHD1
ENSG00000279013	5	8	-3	-0.0948189653722119	0.3122497998398719	0.2075660528422738	0.10468374699759808	Control	ENSG00000279013	0.42273819055244194	-0.12129858693401108	FALSE	34	NA	ENSG00000279013
ENSG00000129559	1	6	-5	-0.10924743610197464	0.072257806244996	0.17694155324259409	-0.10468374699759808	Control	ENSG00000129559	0.42273819055244194	-0.27258715714857296	FALSE	34	NEDD8	NEDD8
ENSG00000154723	1	6	-5	-0.10924743610197464	0.072257806244996	0.17694155324259409	-0.10468374699759808	Control	ENSG00000154723	0.42273819055244194	-0.2432383479670044	FALSE	34	ATP5PF	ATP5PF
ENSG00000114423	1	6	-5	-0.10924743610197464	0.072257806244996	0.17694155324259409	-0.10468374699759808	Control	ENSG00000114423	0.42273819055244194	0.15794134801723023	FALSE	34	CBLB	CBLB
ENSG00000213949	1	6	-5	-0.10924743610197464	0.072257806244996	0.17694155324259409	-0.10468374699759808	Control	ENSG00000213949	0.42273819055244194	0.5594581825105962	TRUE	35	ITGA1	ITGA1
ENSG00000167074	5	8	-3	-0.0948189653722119	0.3122497998398719	0.2075660528422738	0.10468374699759808	Control	ENSG00000167074	0.42273819055244194	0.0761890920845687	FALSE	35	TEF	TEF
ENSG00000162755	1	6	-5	-0.10924743610197464	0.072257806244996	0.17694155324259409	-0.10468374699759808	Control	ENSG00000162755	0.42273819055244194	-0.1578897417107381	FALSE	35	KLHDC9	KLHDC9
