gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000115226	-0.13057778208684567	10.731695455119324	-1.8670854717750434	0.06384737298128491	0.16233746216099942	-4.554913385580278
ENSG00000260160	-0.1425206997147983	6.05166187641841	-1.8669505959873778	0.06386516912889269	0.1623397954346967	-4.555146124690456
ENSG00000265293	0.2862122413466257	3.964776118821686	1.8669477371782757	0.06386673807112693	0.1623397954346967	-4.555156362771472
ENSG00000151779	0.07857182410759656	10.600939336412615	1.8669187687576352	0.0638696446019	0.1623397954346967	-4.555202269233883
ENSG00000287149	-0.43168873319992684	3.7270205245609436	-1.8668222993410069	0.06388437853453213	0.16235804181820904	-4.555377632428471
ENSG00000123472	-0.08010023390800569	12.222125296281902	-1.8667664931577557	0.06389106087247012	0.16235804181820904	-4.555470877042648
ENSG00000217889	-0.3314280862261869	3.06894492090285	-1.8666351948598654	0.0639106987996965	0.16238985155132335	-4.555707654404637
ENSG00000187742	0.06114699493354081	10.812816296662737	1.8664263007872985	0.0639389276822116	0.16243575725569448	-4.55607088679368
ENSG00000088926	0.3693698653124793	3.067472470664257	1.866405590249868	0.0639430099812174	0.16243575725569448	-4.556112596656499
ENSG00000270640	0.4153001823819733	2.847990059247903	1.8659083254061664	0.06401303444601168	0.16259553141888722	-4.556989435292023
ENSG00000117009	-0.1786668291548743	4.584169526309087	-1.8657414866101198	0.06403537526322058	0.1626341652147296	-4.557278402708708
ENSG00000164403	0.16280102078311565	10.763675361318406	1.8651729729645647	0.06411670344546966	0.16282258718192033	-4.55828569133468
ENSG00000186310	-0.2647106758988116	12.656251649334505	-1.864892012955942	0.06415634976113967	0.16290512903610693	-4.558780830228757
ENSG00000255545	-0.21459130829080753	7.778463754323137	-1.864771088401997	0.06417341973797311	0.16293033329221338	-4.5589939150163685
ENSG00000287868	-0.2215273342915145	6.1597247786591325	-1.864315967544581	0.06423769955865649	0.16307537999045846	-4.5597957791309245
ENSG00000287115	-0.16077309681933283	6.065994666559605	-1.864100184788994	0.06426731663099818	0.16313240850341407	-4.5601720294180135
ENSG00000100330	0.12962901400019966	9.139183159496966	1.8639278975958349	0.06429255172168383	0.16317830259475216	-4.560479360913784
ENSG00000068078	0.20251383475131668	13.194723107632543	1.863847961668392	0.06430385520050177	0.16318883115142363	-4.560620150502127
ENSG00000120008	0.07767646482431978	10.918229104569894	1.8634067445131834	0.06436510718716248	0.16330169103795944	-4.561392022288606
ENSG00000169891	-0.17777982645738355	11.764477037671035	-1.863414172321505	0.06436522483625062	0.16330169103795944	-4.5613840748881875
ENSG00000073754	0.45263573324391004	0.20230209685737002	1.8633764279674543	0.06436980762183783	0.16330169103795944	-4.561447203213608
ENSG00000157191	0.10550585894278797	10.57565605449097	1.8632293632922288	0.0643913852201229	0.1633366163490301	-4.561709481216595
ENSG00000169248	0.5368224314664825	3.8679769458291493	1.8631833654363115	0.06439789775991926	0.1633366163490301	-4.561790468115177
ENSG00000273424	-0.28872588378700925	4.923260122595851	-1.8629474555608068	0.06443130734914937	0.16340318322162234	-4.562205796864463
ENSG00000268460	-0.15335213112543844	8.051373607968424	-1.8626732390894236	0.06447016008305724	0.16347285390696953	-4.562688502927408
ENSG00000272431	-0.2425999690168843	3.9943671379293333	-1.8626483448311721	0.0644731144338664	0.16347285390696953	-4.562729809595146
ENSG00000231154	0.18746925630508748	5.083623997944967	1.8621515048740143	0.06454337685842788	0.16359971553676023	-4.563603410837481
ENSG00000054983	0.10688194434883336	11.239001687540245	1.8621409407204745	0.06454563525809712	0.16359971553676023	-4.563625319916747
ENSG00000110921	-0.13569317067178588	9.682166881327543	-1.862109066132607	0.06455015712757796	0.16359971553676023	-4.563681409410009
ENSG00000230563	-0.2788750565894116	3.590553624987121	-1.8620953861331402	0.06455184110647193	0.16359971553676023	-4.563704360086087
ENSG00000187961	0.1123893298002816	8.920122746069575	1.8620230581128079	0.06456186754537208	0.1636069459008112	-4.563830602643715
ENSG00000103042	-0.07717098897520636	9.8146495005318	-1.8617889202575542	0.06459441928040394	0.16367124991980586	-4.564239614000995
ENSG00000150337	0.310449707600017	7.3606575893708985	1.8615112184732157	0.06463501936897108	0.16375593054300416	-4.5647332683230815
ENSG00000102710	0.10804240060214276	10.136325197215756	1.8613285608261971	0.06466096547807648	0.16380141834253362	-4.565054573751364
ENSG00000179361	0.09420016941126796	7.9487755832726625	1.86127547539027	0.0646673376926458	0.16380141834253362	-4.565142854409795
ENSG00000250569	0.17719568550319753	4.596065428352499	1.8608509601623935	0.06472767829684195	0.16393605318335083	-4.565889472549687
